Scope 3 Category,ERP ID,Item Name,自動匹配係數,Spec/Grade,Qty,Unit,Total (TWD),Mapping Hint,lookup_keyword,lookup_factor_name,lookup_factor_value,lookup_factor_unit,match_status,match_mode,matched_tier,matched_tier_name,matched_name,matched_emission_factor,matched_unit,matched_source,matched_region,matched_base_year,matched_similarity,match_warning,candidate_count,query_text,source_type,source_sheet,calculated_co2e_kg,calculated_co2e_t,calculation_status,calculation_basis
Category 1 (Purchased Goods),EXP-10031,有機蔬菜組 (契作),2.15,Mixed Leafy / GAP Cert.,2333,kg,198305,WBCSD Material Method,,,,,已匹配,標準門檻,1,Tier 1 - 台灣本地,有機三星蔥,0.558,kg,Taiwan EPA,TW,2017,0.803974390029907,,1,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,procurement_workbook,連鎖餐飲與零售業,1301.814,1.301814,已計算,Qty 2333 kg -> 2333 kg; * factor
Category 1 (Purchased Goods),EXP-10032,有機蔬菜組 (契作),0.82,Mixed Leafy / GAP Cert.,4899,kg,416415,WBCSD Material Method,,,,,已匹配,標準門檻,1,Tier 1 - 台灣本地,有機三星蔥,0.558,kg,Taiwan EPA,TW,2017,0.803974390029907,,1,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,procurement_workbook,連鎖餐飲與零售業,2733.642,2.733642,已計算,Qty 4899 kg -> 4899 kg; * factor
Category 1 (Purchased Goods),EXP-10033,澳洲進口牛肉 (板腱),0,Chilled / Grade A,4390,kg,1975500,WBCSD Material Method,牛肉,農畜產品-去骨生鮮牛肉,28.5,kg,已匹配,係數對照表,0,係數對照表,農畜產品-去骨生鮮牛肉,28.5,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,澳洲進口牛肉 (板腱) Chilled / Grade A 農畜產品-去骨生鮮牛肉,procurement_workbook,連鎖餐飲與零售業,125115,125.115,已計算,Qty 4390 kg -> 4390 kg; * factor
Category 1 (Purchased Goods),EXP-10034,澳洲進口牛肉 (板腱),0,Chilled / Grade A,311,kg,139950,WBCSD Material Method,牛肉,農畜產品-去骨生鮮牛肉,28.5,kg,已匹配,係數對照表,0,係數對照表,農畜產品-去骨生鮮牛肉,28.5,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,澳洲進口牛肉 (板腱) Chilled / Grade A 農畜產品-去骨生鮮牛肉,procurement_workbook,連鎖餐飲與零售業,8863.5,8.8635,已計算,Qty 311 kg -> 311 kg; * factor
Category 1 (Purchased Goods),EXP-10035,澳洲進口牛肉 (板腱),0,Chilled / Grade A,4899,kg,2204550,WBCSD Material Method,牛肉,農畜產品-去骨生鮮牛肉,28.5,kg,已匹配,係數對照表,0,係數對照表,農畜產品-去骨生鮮牛肉,28.5,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,澳洲進口牛肉 (板腱) Chilled / Grade A 農畜產品-去骨生鮮牛肉,procurement_workbook,連鎖餐飲與零售業,139621.5,139.6215,已計算,Qty 4899 kg -> 4899 kg; * factor
Category 1 (Purchased Goods),EXP-10036,瓦楞紙外箱,0,AB-Flute / Double Wall,4738,pcs,85284,Spend-based Factor,瓦楞,紙製品-瓦楞紙箱,0.82,kg,已匹配,係數對照表,0,係數對照表,紙製品-瓦楞紙箱,0.82,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,瓦楞紙外箱 AB-Flute / Double Wall 紙製品-瓦楞紙箱,procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=pcs, factor_unit=kg"
Category 1 (Purchased Goods),EXP-10037,PET 瓶裝水 (500ml),0,Recyclable PET / rPET 25%,4166,ctn,499920,Spend-based Factor,PET,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,已匹配,係數對照表,0,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,PET 瓶裝水 (500ml) Recyclable PET / rPET 25% 塑膠原料-聚乙烯對苯二甲酸酯,procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=ctn, factor_unit=kg"
Category 1 (Purchased Goods),EXP-10038,瓦楞紙外箱,0.82,AB-Flute / Double Wall,2436,pcs,43848,Spend-based Factor,瓦楞,紙製品-瓦楞紙箱,0.82,kg,已匹配,係數對照表,0,係數對照表,紙製品-瓦楞紙箱,0.82,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,瓦楞紙外箱 AB-Flute / Double Wall 紙製品-瓦楞紙箱,procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=pcs, factor_unit=kg"
Category 1 (Purchased Goods),EXP-10039,PET 瓶裝水 (500ml),2.15,Recyclable PET / rPET 25%,3942,ctn,473040,Spend-based Factor,PET,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,已匹配,係數對照表,0,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,PET 瓶裝水 (500ml) Recyclable PET / rPET 25% 塑膠原料-聚乙烯對苯二甲酸酯,procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=ctn, factor_unit=kg"
Category 1 (Purchased Goods),EXP-10040,PET 瓶裝水 (500ml),0.82,Recyclable PET / rPET 25%,4550,ctn,546000,Spend-based Factor,PET,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,已匹配,係數對照表,0,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,PET 瓶裝水 (500ml) Recyclable PET / rPET 25% 塑膠原料-聚乙烯對苯二甲酸酯,procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=ctn, factor_unit=kg"
Category 1 (Purchased Goods),EXP-10041,PET 瓶裝水 (500ml),2.15,Recyclable PET / rPET 25%,4083,ctn,489960,Spend-based Factor,PET,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,已匹配,係數對照表,0,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,PET 瓶裝水 (500ml) Recyclable PET / rPET 25% 塑膠原料-聚乙烯對苯二甲酸酯,procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=ctn, factor_unit=kg"
Category 1 (Purchased Goods),EXP-10042,PET 瓶裝水 (500ml),2.15,Recyclable PET / rPET 25%,2120,ctn,254400,Spend-based Factor,PET,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,已匹配,係數對照表,0,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,PET 瓶裝水 (500ml) Recyclable PET / rPET 25% 塑膠原料-聚乙烯對苯二甲酸酯,procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=ctn, factor_unit=kg"
Category 1 (Purchased Goods),EXP-10043,PET 瓶裝水 (500ml),2.15,Recyclable PET / rPET 25%,1179,ctn,141480,Spend-based Factor,PET,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,已匹配,係數對照表,0,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,PET 瓶裝水 (500ml) Recyclable PET / rPET 25% 塑膠原料-聚乙烯對苯二甲酸酯,procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=ctn, factor_unit=kg"
